supplier,sku,name,current_stock,in_transit_qty,forecast_next_month,recommended_qty,months_of_cover,urgency,explanation,moq
Systeme Electric,300200367_,"G391 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" жемчуг ATN461 (10)",80.0,0.0,20.1,0.0,3.98,Низкая,база спроса ≈8 шт/мес (история 25 мес.); сезонность ×2.18; рост спроса ×1.15; прогноз след. месяц ≈20 шт; остаток 80 + в пути 0,10.0
Systeme Electric,300200368_,"G390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" жемчуг ATN483 (10)",38.0,0.0,4.5,0.0,8.44,Низкая,база спроса ≈4 шт/мес (история 31 мес.); сезонность ×1.67; снижение спроса ×0.73; прогноз след. месяц ≈4 шт; остаток 38 + в пути 0,5.0
Systeme Electric,300200370_,"G401 ТV роз. оконечная с/у б/рамки ""ATLAS"" жемчуг ATN491  (10)",52.0,0.0,0.9,0.0,57.78,Низкая,база спроса ≈2 шт/мес (история 18 мес.); сезонность ×0.75; снижение спроса ×0.69; прогноз след. месяц ≈1 шт; остаток 52 + в пути 0,10.0
Systeme Electric,300200371_,"G384 Выкл 1 кл 10А с/у ""ATLAS"" жемчуг ATN412 (10)",116.0,0.0,16.8,0.0,6.9,Низкая,база спроса ≈13 шт/мес (история 31 мес.); сезонность ×0.74; рост спроса ×1.72; прогноз след. месяц ≈17 шт; остаток 116 + в пути 0,10.0
Systeme Electric,300200372_,"G394 Роз. 2-ная с/у 16А ""ATLAS"" жемчуг ATN420 (6)",74.0,0.0,31.5,0.0,2.35,Низкая,база спроса ≈17 шт/мес (история 28 мес.); сезонность ×2.67; снижение спроса ×0.69; прогноз след. месяц ≈32 шт; остаток 74 + в пути 0,6.0
Systeme Electric,300200373_,"G395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" жемчуг ATN426 (6)",61.0,0.0,7.0,0.0,8.71,Низкая,база спроса ≈21 шт/мес (история 29 мес.); сезонность ×0.68; снижение спроса ×0.50; прогноз след. месяц ≈7 шт; остаток 61 + в пути 0,6.0
Systeme Electric,300200374_,"G399 Роз. с з/к 16А с/у з/ш ""ATLAS"" жемчуг ATN444 (10)",100.0,0.0,26.6,0.0,3.76,Низкая,база спроса ≈11 шт/мес (история 22 мес.); сезонность ×1.42; рост спроса ×1.74; прогноз след. месяц ≈27 шт; остаток 100 + в пути 0,10.0
Systeme Electric,300200375_,"G386 Выкл 2 кл 10А с/у ""ATLAS"" жемчуг ATN452 (10)",132.0,0.0,44.6,0.0,2.96,Низкая,база спроса ≈31 шт/мес (история 31 мес.); сезонность ×1.94; снижение спроса ×0.74; прогноз след. месяц ≈45 шт; остаток 132 + в пути 0,10.0
Systeme Electric,300200378_,"G407 Рамка 3-ная ""ATLAS"" жемчуг ATN403 (15)",59.0,0.0,14.6,0.0,4.04,Низкая,база спроса ≈17 шт/мес (история 32 мес.); сезонность ×0.85; рост спроса ×1.02; исключено разовых крупных заказов: 1; прогноз след. месяц ≈15 шт; остаток 59 + в пути 0,5.0
Systeme Electric,300200379_,"G408 Рамка 4-ная ""ATLAS"" жемчуг ATN404 (15)",34.0,0.0,15.8,0.0,2.15,Низкая,база спроса ≈5 шт/мес (история 31 мес.); сезонность ×1.82; рост спроса ×1.83; прогноз след. месяц ≈16 шт; остаток 34 + в пути 0,5.0
Systeme Electric,300200380_,"G409 Рамка 5-ная ""ATLAS"" жемчуг ATN405 (5)",26.0,0.0,6.8,0.0,3.82,Низкая,база спроса ≈1 шт/мес (история 22 мес.); сезонность ×5.17; снижение спроса ×0.92; прогноз след. месяц ≈7 шт; остаток 26 + в пути 0,5.0
Systeme Electric,300200418_,"G397 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ""ATLAS"" жемчуг ATN485 (10)",23.0,0.0,0.3,0.0,76.67,Низкая,база спроса ≈1 шт/мес (история 12 мес.); сезонность ×0.50; снижение спроса ×0.50; прогноз след. месяц ≈0 шт; остаток 23 + в пути 0,10.0
Systeme Electric,300200420_,"G385 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" жемчуг ATN413 (10)",18.0,0.0,4.2,0.0,4.29,Низкая,база спроса ≈4 шт/мес (история 20 мес.); сезонность ×2.00; снижение спроса ×0.50; прогноз след. месяц ≈4 шт; остаток 18 + в пути 0,10.0
Systeme Electric,300200421_,"G414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" жемчуг ATN465 (10)",47.0,0.0,5.5,0.0,8.55,Низкая,база спроса ≈7 шт/мес (история 26 мес.); сезонность ×1.50; снижение спроса ×0.50; прогноз след. месяц ≈6 шт; остаток 47 + в пути 0,10.0
Systeme Electric,300200424_,"G393 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"" жемчуг ATN471 (5)",66.0,0.0,1.2,0.0,55.0,Низкая,база спроса ≈1 шт/мес (история 18 мес.); сезонность ×3.67; снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 66 + в пути 0,5.0
Systeme Electric,300200425_,"G402 Телефонная роз. RJ11 механизм б/рамки ""ATLAS"" жемчуг ATN481 (10)",28.0,0.0,2.0,0.0,14.0,Низкая,база спроса ≈2 шт/мес (история 5 мес.); прогноз след. месяц ≈2 шт; остаток 28 + в пути 0,5.0
Systeme Electric,300200426_,"G392 Переключ. 1 кл с инд 10А с/у б/рамки  ""ATLAS"" жемчуг ATN463 (10)",35.0,0.0,1.0,0.0,35.0,Низкая,база спроса ≈2 шт/мес (история 6 мес.); снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 35 + в пути 0,10.0
Systeme Electric,300200428_,"A398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" алюминий ATN343 (10)",890.0,0.0,317.8,0.0,2.8,Низкая,база спроса ≈274 шт/мес (история 32 мес.); сезонность ×1.50; снижение спроса ×0.78; прогноз след. месяц ≈318 шт; остаток 890 + в пути 0,10.0
Systeme Electric,300200429_,"А399 Роз. с з/к 16А с/у з/ш ""ATLAS"" алюминий ATN344 (10)",81.0,0.0,39.5,0.0,2.05,Низкая,база спроса ≈30 шт/мес (история 28 мес.); сезонность ×1.72; снижение спроса ×0.77; прогноз след. месяц ≈40 шт; остаток 81 + в пути 0,10.0
Systeme Electric,300200430_,"А384 Выкл 1 кл 10А с/у ""ATLAS"" алюминий ATN312 (10)",94.0,0.0,34.8,0.0,2.7,Низкая,база спроса ≈15 шт/мес (история 32 мес.); сезонность ×1.20; рост спроса ×2.00; исключено разовых крупных заказов: 1; прогноз след. месяц ≈35 шт; остаток 94 + в пути 0,10.0
Systeme Electric,300200432_,"А386 Выкл 2 кл 10А с/у ""ATLAS"" алюминий ATN352 (10)",102.0,0.0,19.8,0.0,5.15,Низкая,база спроса ≈9 шт/мес (история 32 мес.); сезонность ×1.24; рост спроса ×1.77; прогноз след. месяц ≈20 шт; остаток 102 + в пути 0,10.0
Systeme Electric,300200433_,"А390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" алюминий ATN383 (10)",84.0,0.0,37.0,0.0,2.27,Низкая,база спроса ≈11 шт/мес (история 32 мес.); сезонность ×1.68; рост спроса ×2.00; прогноз след. месяц ≈37 шт; остаток 84 + в пути 0,5.0
Systeme Electric,300200434_,"А397 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ""ATLAS"" алюминий ATN385 (10)",38.0,0.0,9.2,0.0,4.13,Низкая,база спроса ≈6 шт/мес (история 21 мес.); сезонность ×1.00; рост спроса ×1.58; прогноз след. месяц ≈9 шт; остаток 38 + в пути 0,5.0
Systeme Electric,300200435_,"А405 Рамка 1-ная ""ATLAS"" алюминий ATN301 (20)",747.0,0.0,120.6,0.0,6.19,Низкая,база спроса ≈130 шт/мес (история 32 мес.); сезонность ×1.54; снижение спроса ×0.60; прогноз след. месяц ≈121 шт; остаток 747 + в пути 0,20.0
Systeme Electric,300200436_,"А394 Роз. 2-ная с/у 16А ""ATLAS"" алюминий ATN320 (6)",217.0,0.0,21.9,0.0,9.91,Низкая,база спроса ≈38 шт/мес (история 31 мес.); сезонность ×0.91; снижение спроса ×0.64; прогноз след. месяц ≈22 шт; остаток 217 + в пути 0,6.0
Systeme Electric,300200437_,"А406 Рамка 2-ная ""ATLAS"" алюминий ATN302 (10)",188.0,0.0,44.7,0.0,4.21,Низкая,база спроса ≈36 шт/мес (история 32 мес.); сезонность ×1.86; снижение спроса ×0.66; прогноз след. месяц ≈45 шт; остаток 188 + в пути 0,10.0
Systeme Electric,300200438_,"А407 Рамка 3-ная ""ATLAS"" алюминий ATN303 (15)",144.0,0.0,32.5,0.0,4.43,Низкая,база спроса ≈30 шт/мес (история 32 мес.); сезонность ×2.00; снижение спроса ×0.54; исключено разовых крупных заказов: 1; прогноз след. месяц ≈32 шт; остаток 144 + в пути 0,5.0
Systeme Electric,300200441_,"А401 ТV роз. оконечная с/у б/рамки ""ATLAS"" алюминий ATN391(10)",21.0,0.0,4.0,0.0,5.25,Низкая,база спроса ≈2 шт/мес (история 17 мес.); сезонность ×2.00; прогноз след. месяц ≈4 шт; остаток 21 + в пути 0,10.0
Systeme Electric,300200443_,"А385 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" алюминий ATN313  (10)",67.0,0.0,25.1,0.0,2.67,Низкая,база спроса ≈10 шт/мес (история 24 мес.); сезонность ×2.38; рост спроса ×1.02; прогноз след. месяц ≈25 шт; остаток 67 + в пути 0,10.0
Systeme Electric,300200444_,"А387 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" алюминий ATN353 (10)",47.0,0.0,4.3,0.0,10.93,Низкая,база спроса ≈3 шт/мес (история 17 мес.); сезонность ×2.88; снижение спроса ×0.56; прогноз след. месяц ≈4 шт; остаток 47 + в пути 0,10.0
Systeme Electric,300200445_,"А409 Рамка 5-ная ""ATLAS"" алюминий ATN305 (5)",74.0,0.0,5.9,0.0,12.54,Низкая,база спроса ≈3 шт/мес (история 25 мес.); сезонность ×3.00; снижение спроса ×0.66; исключено разовых крупных заказов: 1; прогноз след. месяц ≈6 шт; остаток 74 + в пути 0,5.0
Systeme Electric,300200446_,"А414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" алюминий ATN365 (10)",121.0,0.0,20.9,0.0,5.79,Низкая,база спроса ≈12 шт/мес (история 24 мес.); сезонность ×1.95; снижение спроса ×0.88; прогноз след. месяц ≈21 шт; остаток 121 + в пути 0,10.0
Systeme Electric,300200448_,"А393 Перекрест. переключ. 1 кл 10А с/у б/рамки ""ATLAS"" алюминий ATN371 (5)",88.0,0.0,7.5,0.0,11.73,Низкая,база спроса ≈3 шт/мес (история 13 мес.); сезонность ×2.83; снижение спроса ×0.89; прогноз след. месяц ≈8 шт; остаток 88 + в пути 0,5.0
Systeme Electric,300200449_,"А388 Выкл 3 кл 10А с/у б/рамки ""ATLAS"" алюминий ATN331 (10)",55.0,0.0,5.6,0.0,9.82,Низкая,база спроса ≈3 шт/мес (история 24 мес.); сезонность ×3.29; снижение спроса ×0.50; прогноз след. месяц ≈6 шт; остаток 55 + в пути 0,10.0
Systeme Electric,300200450_,"А402 Телефонная роз. RJ11 механизм б/рамки ""ATLAS"" алюминий ATN381 (10)",95.0,0.0,0.5,0.0,190.0,Низкая,база спроса ≈1 шт/мес (история 9 мес.); снижение спроса ×0.50; прогноз след. месяц ≈0 шт; остаток 95 + в пути 0,10.0
Systeme Electric,300200451_,"А392 Переключ. 1 кл с инд 10А с/у б/рамки  ""ATLAS"" алюминий ATN363  (10)",10.0,0.0,3.2,0.0,3.12,Низкая,база спроса ≈4 шт/мес (история 6 мес.); снижение спроса ×0.93; прогноз след. месяц ≈3 шт; остаток 10 + в пути 0,10.0
Systeme Electric,300200452_,"А396 Роз. 2-ная с/у 16А с з/к з/ш со сдвиж.крыш.""ATLAS"" алюминий ATN328 (6)",11.0,0.0,1.1,0.0,10.0,Низкая,база спроса ≈2 шт/мес (история 11 мес.); снижение спроса ×0.56; прогноз след. месяц ≈1 шт; остаток 11 + в пути 0,6.0
Systeme Electric,300200459_,"K068 Выкл 1 кл 10А с/у ""ATLAS"" КАРБОН ATN1012 (5)",293.0,0.0,85.7,0.0,3.42,Низкая,база спроса ≈102 шт/мес (история 31 мес.); сезонность ×1.29; снижение спроса ×0.65; исключено разовых крупных заказов: 1; прогноз след. месяц ≈86 шт; остаток 293 + в пути 0,5.0
Systeme Electric,300200460_,"K070 Выкл 2 кл 10А с/у ""ATLAS"" КАРБОН ATN1052 (5)",182.0,0.0,53.1,0.0,3.43,Низкая,база спроса ≈50 шт/мес (история 32 мес.); сезонность ×1.66; снижение спроса ×0.63; прогноз след. месяц ≈53 шт; остаток 182 + в пути 0,5.0
Systeme Electric,300200465_,"K086 Рамка 3-ая ""ATLAS"" КАРБОН ATN1003 (15)",398.0,0.0,186.8,0.0,2.13,Низкая,база спроса ≈147 шт/мес (история 32 мес.); сезонность ×1.26; рост спроса ×1.01; исключено разовых крупных заказов: 3; прогноз след. месяц ≈187 шт; остаток 398 + в пути 0,5.0
Systeme Electric,300200467_,"K088 Рамка 5-ая ""ATLAS"" КАРБОН ATN1005",76.0,0.0,17.1,0.0,4.44,Низкая,база спроса ≈23 шт/мес (история 31 мес.); сезонность ×0.85; снижение спроса ×0.87; прогноз след. месяц ≈17 шт; остаток 76 + в пути 0,5.0
Systeme Electric,300200470_,"K083 Телефонная роз. RJ11 механизм б/рамки ""ATLAS"" КАРБОН ATN1081",34.0,0.0,2.5,0.0,13.6,Низкая,база спроса ≈5 шт/мес (история 11 мес.); снижение спроса ×0.50; прогноз след. месяц ≈2 шт; остаток 34 + в пути 0,5.0
Systeme Electric,300200471_,"K082 ТV роз. оконечная с/у б/рамки ""ATLAS"" КАРБОН ATN1091",145.0,0.0,12.4,0.0,11.69,Низкая,база спроса ≈7 шт/мес (история 30 мес.); сезонность ×1.09; рост спроса ×1.71; исключено разовых крупных заказов: 1; прогноз след. месяц ≈12 шт; остаток 145 + в пути 0,5.0
Systeme Electric,300200496_,"S419 Выкл. 1 кл с самовозвр. механизм ""ATLAS"" белый ATN000115 (5)",52.0,0.0,11.3,0.0,4.6,Низкая,база спроса ≈13 шт/мес (история 16 мес.); сезонность ×1.15; снижение спроса ×0.76; прогноз след. месяц ≈11 шт; остаток 52 + в пути 0,5.0
Systeme Electric,300200515_,"K079 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" КАРБОН ATN1026 (6)",198.0,0.0,93.7,0.0,2.11,Низкая,база спроса ≈76 шт/мес (история 31 мес.); сезонность ×1.29; снижение спроса ×0.95; исключено разовых крупных заказов: 1; прогноз след. месяц ≈94 шт; остаток 198 + в пути 0,6.0
Systeme Electric,300200516_,"K081 Роз. с з/к 16А с/у з/ш ""ATLAS"" КАРБОН ATN1044 (5)",302.0,0.0,34.4,0.0,8.78,Низкая,база спроса ≈49 шт/мес (история 32 мес.); сезонность ×1.26; снижение спроса ×0.55; прогноз след. месяц ≈34 шт; остаток 302 + в пути 0,5.0
Systeme Electric,300200517_,"K076 Переключ. 1 кл с инд 10А с/у б/рамки  ""ATLAS"" КАРБОН ATN1063 (2)",26.0,0.0,1.5,0.0,17.33,Низкая,база спроса ≈3 шт/мес (история 7 мес.); снижение спроса ×0.50; прогноз след. месяц ≈2 шт; остаток 26 + в пути 0,5.0
Systeme Electric,300200520_,"K001 Роз. с з/к 16А с/у б/рамки ""ATLAS"" СТАЛЬ ATN943 (5)",617.0,0.0,253.0,0.0,2.44,Низкая,база спроса ≈158 шт/мес (история 30 мес.); сезонность ×2.54; снижение спроса ×0.63; прогноз след. месяц ≈253 шт; остаток 617 + в пути 0,5.0
Systeme Electric,300200521_,"K002 Выкл 1 кл 10А с/у ""ATLAS"" СТАЛЬ ATN912 (5) NEW",66.0,0.0,10.1,0.0,6.53,Низкая,база спроса ≈6 шт/мес (история 26 мес.); сезонность ×2.69; снижение спроса ×0.65; исключено разовых крупных заказов: 1; прогноз след. месяц ≈10 шт; остаток 66 + в пути 0,5.0
Systeme Electric,300200522_,"K003 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" СТАЛЬ ATN913 (5)",10.0,0.0,4.0,0.0,2.5,Низкая,база спроса ≈4 шт/мес (история 2 мес.); прогноз след. месяц ≈4 шт; остаток 10 + в пути 0,5.0
Systeme Electric,300200523_,"K004 Выкл 2 кл 10А с/у ""ATLAS"" СТАЛЬ ATN952 (5) NEW",55.0,0.0,17.0,0.0,3.24,Низкая,база спроса ≈6 шт/мес (история 32 мес.); сезонность ×3.23; снижение спроса ×0.81; прогноз след. месяц ≈17 шт; остаток 55 + в пути 0,5.0
Systeme Electric,300200524_,"K005 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" СТАЛЬ ATN953 (5)",5.0,0.0,2.4,0.0,2.08,Низкая,база спроса ≈4 шт/мес (история 8 мес.); снижение спроса ×0.69; прогноз след. месяц ≈2 шт; остаток 5 + в пути 0,5.0
Systeme Electric,300200526_,"K007 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" СТАЛЬ ATN983 (5)",54.0,0.0,11.3,0.0,4.78,Низкая,база спроса ≈9 шт/мес (история 29 мес.); сезонность ×1.94; снижение спроса ×0.68; исключено разовых крупных заказов: 1; прогноз след. месяц ≈11 шт; остаток 54 + в пути 0,1.0
Systeme Electric,300200527_,"K008 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" СТАЛЬ ATN961 (5)",288.0,0.0,3.0,0.0,96.0,Низкая,база спроса ≈4 шт/мес (история 21 мес.); сезонность ×1.57; снижение спроса ×0.50; прогноз след. месяц ≈3 шт; остаток 288 + в пути 0,5.0
Systeme Electric,300200529_,"K010 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"" СТАЛЬ ATN971 (2)",68.0,0.0,5.4,0.0,12.59,Низкая,база спроса ≈4 шт/мес (история 12 мес.); сезонность ×1.56; снижение спроса ×0.97; прогноз след. месяц ≈5 шт; остаток 68 + в пути 0,1.0
Systeme Electric,300200531_,"K012 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" СТАЛЬ ATN926 (6)",21.0,0.0,5.0,0.0,4.2,Низкая,база спроса ≈6 шт/мес (история 24 мес.); сезонность ×1.54; снижение спроса ×0.50; прогноз след. месяц ≈5 шт; остаток 21 + в пути 0,6.0
Systeme Electric,300200533_,"K014 Роз. с з/к 16А с/у з/ш ""ATLAS"" СТАЛЬ ATN944 (5)",47.0,0.0,2.7,0.0,17.41,Низкая,база спроса ≈3 шт/мес (история 13 мес.); сезонность ×0.67; рост спроса ×1.37; прогноз след. месяц ≈3 шт; остаток 47 + в пути 0,5.0
Systeme Electric,300200535_,"K016 Телефонная роз. RJ11 механизм б/рамки ""ATLAS"" СТАЛЬ ATN981 (5)",7.0,0.0,1.5,0.0,4.67,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 7 + в пути 0,1.0
Systeme Electric,300200536_,"K017 Рамка 1-ная ""ATLAS"" СТАЛЬ ATN901 (5)",263.0,0.0,97.6,0.0,2.69,Низкая,база спроса ≈62 шт/мес (история 30 мес.); сезонность ×2.12; снижение спроса ×0.74; прогноз след. месяц ≈98 шт; остаток 263 + в пути 0,10.0
Systeme Electric,300200540_,"K021 Рамка 5-ная ""ATLAS"" СТАЛЬ ATN905 (2)",82.0,0.0,8.3,0.0,9.88,Низкая,база спроса ≈2 шт/мес (история 18 мес.); сезонность ×2.33; рост спроса ×1.99; прогноз след. месяц ≈8 шт; остаток 82 + в пути 0,5.0
Systeme Electric,300200541_,"K022 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" СТАЛЬ ATN965 (5)",73.0,0.0,23.0,0.0,3.17,Низкая,база спроса ≈8 шт/мес (история 16 мес.); сезонность ×3.20; снижение спроса ×0.92; прогноз след. месяц ≈23 шт; остаток 73 + в пути 0,5.0
Systeme Electric,300200545_,"K026 Выкл 2 кл 10А с/у ""ATLAS"" ШАМПАНЬ ATN552 (10)",123.0,0.0,21.4,0.0,5.75,Низкая,база спроса ≈7 шт/мес (история 31 мес.); сезонность ×1.48; рост спроса ×2.00; прогноз след. месяц ≈21 шт; остаток 123 + в пути 0,10.0
Systeme Electric,300200546_,"K027 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN553 (10)",20.0,0.0,7.9,0.0,2.53,Низкая,база спроса ≈3 шт/мес (история 19 мес.); сезонность ×2.50; рост спроса ×1.05; прогноз след. месяц ≈8 шт; остаток 20 + в пути 0,10.0
Systeme Electric,300200549_,"K030 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN561 (10)",113.0,0.0,23.1,0.0,4.89,Низкая,база спроса ≈34 шт/мес (история 32 мес.); сезонность ×0.96; снижение спроса ×0.71; исключено разовых крупных заказов: 1; прогноз след. месяц ≈23 шт; остаток 113 + в пути 0,10.0
Systeme Electric,300200550_,"K031 Переключ. 1 кл с инд 10А с/у б/рамки  ""ATLAS"" ШАМПАНЬ ATN563  (10)",14.0,0.0,1.5,0.0,9.33,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 14 + в пути 0,10.0
Systeme Electric,300200551_,"K032 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN571 (5)",34.0,0.0,8.4,0.0,4.05,Низкая,база спроса ≈6 шт/мес (история 28 мес.); сезонность ×1.60; снижение спроса ×0.93; прогноз след. месяц ≈8 шт; остаток 34 + в пути 0,5.0
Systeme Electric,300200552_,"K033 Роз. 2-ная с/у 16А ""ATLAS"" ШАМПАНЬ ATN520 (6)",115.0,0.0,8.2,0.0,14.02,Низкая,база спроса ≈13 шт/мес (история 30 мес.); сезонность ×1.30; снижение спроса ×0.50; прогноз след. месяц ≈8 шт; остаток 115 + в пути 0,6.0
Systeme Electric,300200555_,"K036 Роз. с з/к 16А с/у з/ш ""ATLAS"" ШАМПАНЬ ATN544 (10)",44.0,0.0,12.8,0.0,3.44,Низкая,база спроса ≈9 шт/мес (история 25 мес.); сезонность ×1.69; снижение спроса ×0.85; прогноз след. месяц ≈13 шт; остаток 44 + в пути 0,10.0
Systeme Electric,300200556_,"K037 ТV роз. оконечная с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN591(10)",52.0,0.0,5.2,0.0,10.0,Низкая,база спроса ≈2 шт/мес (история 27 мес.); сезонность ×1.70; рост спроса ×1.91; прогноз след. месяц ≈5 шт; остаток 52 + в пути 0,10.0
Systeme Electric,300200557_,"K038 Телефонная роз. RJ11 механизм б/рамки ""ATLAS"" ШАМПАНЬ ATN581 (10)",8.0,0.0,2.0,0.0,4.0,Низкая,база спроса ≈2 шт/мес (история 10 мес.); прогноз след. месяц ≈2 шт; остаток 8 + в пути 0,10.0
Systeme Electric,300200558_,"K039 Рамка 1-ная ""ATLAS"" ШАМПАНЬ ATN501 (10)",757.0,0.0,247.6,0.0,3.06,Низкая,база спроса ≈245 шт/мес (история 32 мес.); сезонность ×1.24; снижение спроса ×0.82; исключено разовых крупных заказов: 1; прогноз след. месяц ≈248 шт; остаток 757 + в пути 0,20.0
Systeme Electric,300200562_,"K043 Рамка 5-ная ""ATLAS"" ШАМПАНЬ ATN505 (5)",77.0,0.0,4.2,0.0,18.33,Низкая,база спроса ≈3 шт/мес (история 27 мес.); сезонность ×2.12; снижение спроса ×0.73; исключено разовых крупных заказов: 1; прогноз след. месяц ≈4 шт; остаток 77 + в пути 0,5.0
Systeme Electric,300200564_,"K045 Роз. с з/к 16А с/у б/рамки ""ATLAS"" ГРИФЕЛЬ ATN743 (10)",262.0,0.0,107.3,0.0,2.44,Низкая,база спроса ≈82 шт/мес (история 32 мес.); сезонность ×1.27; рост спроса ×1.02; прогноз след. месяц ≈107 шт; остаток 262 + в пути 0,10.0
Systeme Electric,300200565_,"K046 Выкл 1 кл 10А с/у ""ATLAS"" ГРИФЕЛЬ ATN712 (10)",3.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈14 шт/мес (история 30 мес.); сезонность ×-0.26; рост спроса ×1.16; прогноз след. месяц ≈0 шт; остаток 3 + в пути 0,10.0
Systeme Electric,300200566_,"K047 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" ГРИФЕЛЬ ATN713 (10)",75.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈3 шт/мес (история 13 мес.); сезонность ×-1.33; снижение спроса ×0.90; прогноз след. месяц ≈0 шт; остаток 75 + в пути 0,10.0
Systeme Electric,300200567_,"K048 Выкл 2 кл 10А с/у ""ATLAS"" ГРИФЕЛЬ ATN752 (10)",88.0,0.0,8.2,0.0,10.73,Низкая,база спроса ≈6 шт/мес (история 26 мес.); сезонность ×1.00; рост спроса ×1.26; прогноз след. месяц ≈8 шт; остаток 88 + в пути 0,10.0
Systeme Electric,300200568_,"K049 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" ГРИФЕЛЬ ATN753 (10)",68.0,0.0,2.5,0.0,27.2,Низкая,база спроса ≈2 шт/мес (история 10 мес.); прогноз след. месяц ≈2 шт; остаток 68 + в пути 0,10.0
Systeme Electric,300200569_,"K050 Выкл 3 кл 10А с/у б/рамки ""ATLAS"" ГРИФЕЛЬ ATN731 (10)",43.0,0.0,8.3,0.0,5.18,Низкая,база спроса ≈2 шт/мес (история 15 мес.); сезонность ×1.67; рост спроса ×2.00; прогноз след. месяц ≈8 шт; остаток 43 + в пути 0,10.0
Systeme Electric,300200570_,"K051 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" ГРИФЕЛЬ ATN783 (10)",20.0,0.0,1.2,0.0,16.67,Низкая,база спроса ≈3 шт/мес (история 30 мес.); сезонность ×0.50; снижение спроса ×0.81; прогноз след. месяц ≈1 шт; остаток 20 + в пути 0,5.0
Systeme Electric,300200571_,"K052 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" ГРИФЕЛЬ ATN761 (10)",23.0,0.0,5.1,0.0,4.51,Низкая,база спроса ≈3 шт/мес (история 26 мес.); сезонность ×2.25; снижение спроса ×0.84; прогноз след. месяц ≈5 шт; остаток 23 + в пути 0,10.0
Systeme Electric,300200572_,"K053 Переключ. 1 кл с инд 10А с/у б/рамки  ""ATLAS"" ГРИФЕЛЬ ATN763  (10)",8.0,0.0,2.5,0.0,3.2,Низкая,база спроса ≈2 шт/мес (история 2 мес.); прогноз след. месяц ≈2 шт; остаток 8 + в пути 0,5.0
Systeme Electric,300200573_,"K054 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"" ГРИФЕЛЬ ATN771 (5)",53.0,0.0,1.0,0.0,53.0,Низкая,база спроса ≈1 шт/мес (история 10 мес.); прогноз след. месяц ≈1 шт; остаток 53 + в пути 0,5.0
Systeme Electric,300200574_,"K055 Роз. 2-ная с/у 16А ""ATLAS"" ГРИФЕЛЬ ATN720 (6)",120.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈4 шт/мес (история 21 мес.); сезонность ×-2.60; снижение спроса ×0.50; прогноз след. месяц ≈0 шт; остаток 120 + в пути 0,6.0
Systeme Electric,300200575_,"K056 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" ГРИФЕЛЬ ATN726 (6)",48.0,0.0,11.4,0.0,4.21,Низкая,база спроса ≈12 шт/мес (история 22 мес.); сезонность ×0.67; рост спроса ×1.41; прогноз след. месяц ≈11 шт; остаток 48 + в пути 0,6.0
