supplier,sku,name,current_stock,in_transit_qty,forecast_next_month,recommended_qty,months_of_cover,urgency,explanation,moq
IEK,030200561_,"Рамка 3-мест. ""BRITE"" маренго (1/100)",22.0,0.0,1.4,0.0,15.71,Низкая,база спроса ≈4 шт/мес (история 25 мес.); сезонность ×0.60; снижение спроса ×0.53; прогноз след. месяц ≈1 шт; остаток 22 + в пути 0,1.0
IEK,030200562_,"Рамка 4-мест. ""BRITE"" маренго (1/100)",45.0,0.0,1.3,0.0,34.62,Низкая,база спроса ≈2 шт/мес (история 18 мес.); сезонность ×0.80; снижение спроса ×0.64; прогноз след. месяц ≈1 шт; остаток 45 + в пути 0,1.0
IEK,030200563_,"Выкл 2-кл. прох. 10А б/рамки ""BRITE"" маренго (1/100)",95.0,0.0,3.3,0.0,28.79,Низкая,база спроса ≈2 шт/мес (история 11 мес.); рост спроса ×1.64; прогноз след. месяц ≈3 шт; остаток 95 + в пути 0,1.0
IEK,030200566_,"Роз. TV окон б/рамки ""BRITE"" маренго (1/100)",78.0,0.0,5.0,0.0,15.6,Низкая,база спроса ≈4 шт/мес (история 12 мес.); сезонность ×0.75; рост спроса ×1.66; прогноз след. месяц ≈5 шт; остаток 78 + в пути 0,1.0
IEK,030200567_,"Роз. с з/к с з/ш 16А USB A+C 18Вт б/рамки ""BRITE"" белый (1/80)",10.0,0.0,3.3,0.0,3.03,Низкая,база спроса ≈3 шт/мес (история 21 мес.); сезонность ×0.75; рост спроса ×1.28; прогноз след. месяц ≈3 шт; остаток 10 + в пути 0,1.0
IEK,030200740_,"Выкл 3-кл. 10А б/рамки ""BRITE"" алюминий (1/100)",152.0,0.0,0.9,0.0,168.89,Низкая,база спроса ≈3 шт/мес (история 19 мес.); сезонность ×0.33; снижение спроса ×0.92; прогноз след. месяц ≈1 шт; остаток 152 + в пути 0,1.0
IEK,030200741_,"Выкл 3-кл. 10А  б/рамки ""BRITE"" сталь (1/100)",16.0,0.0,1.5,0.0,10.67,Низкая,база спроса ≈5 шт/мес (история 24 мес.); сезонность ×0.31; прогноз след. месяц ≈2 шт; остаток 16 + в пути 0,1.0
IEK,030200742_,"Роз. TV проходная б/рамки ""BRITE"" сталь (1/100)",14.0,0.0,2.6,0.0,5.38,Низкая,база спроса ≈3 шт/мес (история 14 мес.); сезонность ×1.00; снижение спроса ×0.85; прогноз след. месяц ≈3 шт; остаток 14 + в пути 0,1.0
IEK,030200743_,"Выкл 3-кл. 10А 10А б/рамки ""BRITE"" графит (1/100)",41.0,0.0,5.0,0.0,8.2,Низкая,база спроса ≈9 шт/мес (история 29 мес.); сезонность ×0.38; рост спроса ×1.55; прогноз след. месяц ≈5 шт; остаток 41 + в пути 0,1.0
IEK,030200744_,"Выкл 3-кл. 10А  б/рамки ""BRITE"" чёрный (1/100)",123.0,0.0,21.6,0.0,5.69,Низкая,база спроса ≈36 шт/мес (история 32 мес.); сезонность ×1.11; снижение спроса ×0.53; исключено разовых крупных заказов: 1; прогноз след. месяц ≈22 шт; остаток 123 + в пути 0,1.0
IEK,030200746_,"Роз. TV проходная б/рамки ""BRITE"" алюминий (1/100)",5.0,0.0,2.5,0.0,2.0,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 5 + в пути 0,1.0
IEK,030200748_,"Рамка 5-мест. ""BRITE"" графит (1/100)",28.0,0.0,3.7,0.0,7.57,Низкая,база спроса ≈4 шт/мес (история 25 мес.); сезонность ×1.75; снижение спроса ×0.50; исключено разовых крупных заказов: 1; прогноз след. месяц ≈4 шт; остаток 28 + в пути 0,1.0
IEK,030200753_,"Рамка 5-мест. ""BRITE"" белый (1/100)",74.0,0.0,10.2,0.0,7.25,Низкая,база спроса ≈17 шт/мес (история 32 мес.); сезонность ×0.70; снижение спроса ×0.85; исключено разовых крупных заказов: 1; прогноз след. месяц ≈10 шт; остаток 74 + в пути 0,1.0
IEK,030200755_,"Рамка 5-мест. ""BRITE"" шампань (1/100)",7.0,0.0,2.3,0.0,3.04,Низкая,база спроса ≈2 шт/мес (история 13 мес.); сезонность ×1.00; рост спроса ×1.16; прогноз след. месяц ≈2 шт; остаток 7 + в пути 0,1.0
IEK,030200756_,"Рамка 5-мест. ""BRITE"" алюминий (1/100)",11.0,0.0,2.4,0.0,4.58,Низкая,база спроса ≈5 шт/мес (история 16 мес.); сезонность ×0.40; рост спроса ×1.19; прогноз след. месяц ≈2 шт; остаток 11 + в пути 0,1.0
IEK,030200757_,"Рамка 5-мест. ""BRITE"" сталь (1/100)",6.0,0.0,0.9,0.0,6.67,Низкая,база спроса ≈3 шт/мес (история 24 мес.); сезонность ×0.25; рост спроса ×1.08; прогноз след. месяц ≈1 шт; остаток 6 + в пути 0,1.0
IEK,030200758_,"Рамка 5-мест. ""BRITE"" черный (1/100)",24.0,0.0,2.4,0.0,10.0,Низкая,база спроса ≈4 шт/мес (история 31 мес.); сезонность ×1.11; снижение спроса ×0.50; исключено разовых крупных заказов: 1; прогноз след. месяц ≈2 шт; остаток 24 + в пути 0,1.0
IEK,030200759_,"Роз. с з/к с з/ш 16А USB A+A 3,1А б/рамки ""BRITE"" белый (1/80)",6.0,0.0,1.5,0.0,4.0,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 6 + в пути 0,1.0
IEK,030200767_,"Роз. USB A+C 18Вт б/рамки ""BRITE"" сталь (1/80)",2.0,0.0,1.0,0.0,2.0,Низкая,база спроса ≈1 шт/мес (история 3 мес.); прогноз след. месяц ≈1 шт; остаток 2 + в пути 0,1.0
IEK,030200770_,"Роз. с з/к с з/ш 16А с USB A+A 3,1А б/рамки ""BRITE"" черный (1/80)",52.0,0.0,3.0,0.0,17.33,Низкая,база спроса ≈3 шт/мес (история 5 мес.); прогноз след. месяц ≈3 шт; остаток 52 + в пути 0,1.0
IEK,030200771_,"Роз. USB A+C 18Вт б/рамки ""BRITE"" черный (1/80)",9.0,0.0,1.8,0.0,5.0,Низкая,база спроса ≈5 шт/мес (история 25 мес.); сезонность ×0.40; снижение спроса ×0.97; прогноз след. месяц ≈2 шт; остаток 9 + в пути 0,1.0
IEK,030200772_,"Выкл 3-кл. 10А б/рамки ""BRITE"" маренго (1/100)",152.0,0.0,1.0,0.0,152.0,Низкая,база спроса ≈2 шт/мес (история 9 мес.); снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 152 + в пути 0,1.0
IEK,030200773_,"Светорег. пов-наж. 600Вт ""BRITE"" белый (1/80)",8.0,0.0,2.5,0.0,3.2,Низкая,база спроса ≈2 шт/мес (история 26 мес.); сезонность ×0.80; рост спроса ×1.25; исключено разовых крупных заказов: 1; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈2 шт; остаток 8 + в пути 0,1.0
IEK,030200774_,"Выкл. жалюзи 10А ""BRITE"" белый (1/100)",37.0,0.0,15.6,0.0,2.37,Низкая,база спроса ≈9 шт/мес (история 22 мес.); сезонность ×1.50; рост спроса ×1.15; прогноз след. месяц ≈16 шт; остаток 37 + в пути 0,1.0
IEK,030200775_,"Выкл 1-кл перекрестный 10А б/рамки ""BRITE"" жемчуг (1/100)",106.0,0.0,7.6,0.0,13.95,Низкая,база спроса ≈3 шт/мес (история 18 мес.); сезонность ×1.20; рост спроса ×2.00; прогноз след. месяц ≈8 шт; остаток 106 + в пути 0,1.0
IEK,030200776_,"Выкл 1-кл перекрестный  10А б/рамки ""BRITE"" шампань (1/100)",18.0,0.0,2.6,0.0,6.92,Низкая,база спроса ≈4 шт/мес (история 24 мес.); сезонность ×0.50; рост спроса ×1.29; прогноз след. месяц ≈3 шт; остаток 18 + в пути 0,1.0
IEK,030200777_,"Выкл 1-кл перекрестный  10А б/рамки ""BRITE"" алюминий (1/100)",33.0,0.0,15.9,0.0,2.08,Низкая,база спроса ≈7 шт/мес (история 15 мес.); сезонность ×2.14; рост спроса ×1.06; прогноз след. месяц ≈16 шт; остаток 33 + в пути 0,1.0
IEK,030200778_,"Выкл 1-кл перекрестный  б/рамки 10А ""BRITE"" сталь (1/100)",48.0,0.0,3.0,0.0,16.0,Низкая,база спроса ≈5 шт/мес (история 15 мес.); сезонность ×1.00; снижение спроса ×0.60; прогноз след. месяц ≈3 шт; остаток 48 + в пути 0,1.0
IEK,030200779_,"Выкл 1-кл перекрестный  б/рамки 10А ""BRITE"" графит (1/100)",24.0,0.0,0.4,0.0,60.0,Низкая,база спроса ≈4 шт/мес (история 25 мес.); сезонность ×0.10; снижение спроса ×0.96; прогноз след. месяц ≈0 шт; остаток 24 + в пути 0,1.0
IEK,030200780_,"Выкл 1-кл перекрестный 10А б/рамки ""BRITE"" чёрный (1/100)",77.0,0.0,10.0,0.0,7.7,Низкая,база спроса ≈14 шт/мес (история 30 мес.); сезонность ×1.38; снижение спроса ×0.50; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈10 шт; остаток 77 + в пути 0,1.0
IEK,030200785_,"Роз. 2-я RJ11+RJ45 кат.5E б/рамки ""BRITE"" графит (1/100)",16.0,0.0,2.0,0.0,8.0,Низкая,база спроса ≈4 шт/мес (история 11 мес.); снижение спроса ×0.50; прогноз след. месяц ≈2 шт; остаток 16 + в пути 0,1.0
IEK,030200786_,BRITE Розетка двойная RJ11+RJ45 кат.5E РК/Т12-БрМ маренго IEK,45.0,0.0,1.0,0.0,45.0,Низкая,база спроса ≈1 шт/мес (история 1 мес.); прогноз след. месяц ≈1 шт; остаток 45 + в пути 0,1.0
IEK,030200787_,"Роз. 2-я RJ11+RJ45 кат.5E б/рамки ""BRITE"" черный (1/100)",2.0,0.0,0.7,0.0,2.86,Низкая,база спроса ≈2 шт/мес (история 12 мес.); сезонность ×0.67; снижение спроса ×0.69; прогноз след. месяц ≈1 шт; остаток 2 + в пути 0,1.0
IEK,030200789_,"Рамка 5-мест. ""BRITE"" маренго (1/100)",67.0,0.0,0.5,0.0,134.0,Низкая,база спроса ≈1 шт/мес (история 11 мес.); снижение спроса ×0.50; прогноз след. месяц ≈0 шт; остаток 67 + в пути 0,1.0
IEK,030200809_,"Роз. HDMI б/рамки ""BRITE"" маренго (1/100)",18.0,0.0,3.0,0.0,6.0,Низкая,база спроса ≈3 шт/мес (история 5 мес.); прогноз след. месяц ≈3 шт; остаток 18 + в пути 0,1.0
IEK,030200810_,"Роз. с з/к 16А б/рамки ""BRITE"" темная бронза (1/100)",53.0,0.0,11.8,0.0,4.49,Низкая,база спроса ≈31 шт/мес (история 32 мес.); сезонность ×0.77; снижение спроса ×0.50; прогноз след. месяц ≈12 шт; остаток 53 + в пути 0,1.0
IEK,030200811_,"Выкл 1-кл. 10А б/рамки ""BRITE"" темная бронза (1/100)",47.0,0.0,23.4,0.0,2.01,Низкая,база спроса ≈22 шт/мес (история 32 мес.); сезонность ×0.58; рост спроса ×1.80; прогноз след. месяц ≈23 шт; остаток 47 + в пути 0,1.0
IEK,030200813_,"Выкл 2-кл. 10А б/рамки ""BRITE"" темная бронза (1/100)",41.0,0.0,8.2,0.0,5.0,Низкая,база спроса ≈9 шт/мес (история 30 мес.); сезонность ×1.04; снижение спроса ×0.89; прогноз след. месяц ≈8 шт; остаток 41 + в пути 0,1.0
IEK,030200814_,"Выкл 2-кл. с инд. 10А б/рамки ""BRITE"" темная бронза (1/100)",38.0,0.0,2.0,0.0,19.0,Низкая,база спроса ≈2 шт/мес (история 5 мес.); прогноз след. месяц ≈2 шт; остаток 38 + в пути 0,1.0
IEK,030200815_,"Роз. комп. RJ45 кат.5E б/рамки ""BRITE"" темная бронза (1/100)",29.0,0.0,0.4,0.0,72.5,Низкая,база спроса ≈3 шт/мес (история 22 мес.); сезонность ×0.25; снижение спроса ×0.50; прогноз след. месяц ≈0 шт; остаток 29 + в пути 0,1.0
IEK,030200816_,"Выкл 1-кл. прох. 10А б/рамки ""BRITE"" темная бронза (1/100)",62.0,0.0,2.5,0.0,24.8,Низкая,база спроса ≈4 шт/мес (история 21 мес.); сезонность ×1.00; снижение спроса ×0.61; прогноз след. месяц ≈2 шт; остаток 62 + в пути 0,1.0
IEK,030200817_,"Роз. 2-я с з/к без з/ш 16А в сб. ""BRITE"" темная бронза (1/100)",27.0,0.0,7.1,0.0,3.8,Низкая,база спроса ≈13 шт/мес (история 27 мес.); сезонность ×0.65; снижение спроса ×0.83; прогноз след. месяц ≈7 шт; остаток 27 + в пути 0,1.0
IEK,030200818_,"Роз. 2-я с з/к 16А в сб. ""BRITE"" темная бронза (1/100)",12.0,0.0,1.1,0.0,10.91,Низкая,база спроса ≈4 шт/мес (история 14 мес.); сезонность ×0.22; рост спроса ×1.14; прогноз след. месяц ≈1 шт; остаток 12 + в пути 0,1.0
IEK,030200819_,"Рамка 1-мест. ""BRITE"" темная бронза (1/100)",162.0,0.0,14.0,0.0,11.57,Низкая,база спроса ≈54 шт/мес (история 32 мес.); сезонность ×0.50; снижение спроса ×0.52; прогноз след. месяц ≈14 шт; остаток 162 + в пути 0,1.0
IEK,030200820_,"Рамка 2-мест. ""BRITE"" темная бронза (1/100)",90.0,0.0,5.5,0.0,16.36,Низкая,база спроса ≈9 шт/мес (история 30 мес.); сезонность ×0.59; рост спроса ×1.02; прогноз след. месяц ≈6 шт; остаток 90 + в пути 0,1.0
IEK,030200822_,"Рамка 4-мест. ""BRITE"" темная бронза (1/100)",26.0,0.0,1.9,0.0,13.68,Низкая,база спроса ≈5 шт/мес (история 22 мес.); сезонность ×0.25; рост спроса ×1.52; прогноз след. месяц ≈2 шт; остаток 26 + в пути 0,1.0
IEK,030200823_,"Выкл 2-кл. прох. 10А б/рамки ""BRITE"" темная бронза (1/100)",27.0,0.0,6.2,0.0,4.35,Низкая,база спроса ≈5 шт/мес (история 16 мес.); сезонность ×1.00; рост спроса ×1.25; исключено разовых крупных заказов: 1; прогноз след. месяц ≈6 шт; остаток 27 + в пути 0,1.0
IEK,030200824_,"Выкл 3-кл. 10А б/рамки ""BRITE"" темная бронза (1/100)",161.0,0.0,0.8,0.0,201.25,Низкая,база спроса ≈4 шт/мес (история 18 мес.); сезонность ×0.29; снижение спроса ×0.78; прогноз след. месяц ≈1 шт; остаток 161 + в пути 0,1.0
IEK,030200825_,"Роз. TV окон б/рамки ""BRITE"" темная бронза (1/100)",93.0,0.0,2.0,0.0,46.5,Низкая,база спроса ≈1 шт/мес (история 11 мес.); рост спроса ×2.00; прогноз след. месяц ≈2 шт; остаток 93 + в пути 0,1.0
IEK,030200826_,"Роз. HDMI б/рамки ""BRITE"" темная бронза (1/100)",39.0,0.0,4.0,0.0,9.75,Низкая,база спроса ≈4 шт/мес (история 3 мес.); прогноз след. месяц ≈4 шт; остаток 39 + в пути 0,1.0
IEK,030200827_,"Роз. с з/к/ш 16А б/рамки ""BRITE"" бежевый (1/100)",628.0,0.0,138.9,0.0,4.52,Низкая,база спроса ≈159 шт/мес (история 32 мес.); сезонность ×1.28; снижение спроса ×0.68; прогноз след. месяц ≈139 шт; остаток 628 + в пути 0,1.0
IEK,030200828_,"Выкл 1-кл. 10А б/рамки ""BRITE"" бежевый (1/100)",263.0,0.0,18.1,0.0,14.53,Низкая,база спроса ≈49 шт/мес (история 32 мес.); сезонность ×0.65; снижение спроса ×0.57; исключено разовых крупных заказов: 1; прогноз след. месяц ≈18 шт; остаток 263 + в пути 0,1.0
IEK,030200830_,"Выкл 2-кл. 10А б/рамки ""BRITE"" бежевый (1/100)",61.0,0.0,14.4,0.0,4.24,Низкая,база спроса ≈34 шт/мес (история 32 мес.); сезонность ×0.81; снижение спроса ×0.52; прогноз след. месяц ≈14 шт; остаток 61 + в пути 0,1.0
IEK,030200831_,"Выкл 2-кл. с инд. 10А б/рамки ""BRITE"" бежевый (1/100)",11.0,0.0,2.5,0.0,4.4,Низкая,база спроса ≈3 шт/мес (история 10 мес.); снижение спроса ×0.83; прогноз след. месяц ≈2 шт; остаток 11 + в пути 0,1.0
IEK,030200832_,"Роз. комп. RJ45 кат.5E б/рамки ""BRITE"" бежевый (1/100)",48.0,0.0,8.9,0.0,5.39,Низкая,база спроса ≈9 шт/мес (история 28 мес.); сезонность ×1.00; рост спроса ×1.02; исключено разовых крупных заказов: 1; прогноз след. месяц ≈9 шт; остаток 48 + в пути 0,1.0
IEK,030200834_,"Роз. 2-мест. с з/к 16А в сборе ""BRITE"" ""BRITE"" бежевый (1/100)",80.0,0.0,37.8,0.0,2.12,Низкая,база спроса ≈22 шт/мес (история 30 мес.); сезонность ×1.46; рост спроса ×1.20; прогноз след. месяц ≈38 шт; остаток 80 + в пути 0,1.0
IEK,030200835_,"Роз. 2-я с з/к/ш 16А в сб. ""BRITE"" бежевый (1/100)",11.0,0.0,4.1,0.0,2.68,Низкая,база спроса ≈9 шт/мес (история 20 мес.); сезонность ×0.44; рост спроса ×1.02; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈4 шт; остаток 11 + в пути 0,1.0
IEK,030200836_,"Рамка 1-мест. ""BRITE"" бежевый (1/100)",792.0,0.0,71.2,0.0,11.12,Низкая,база спроса ≈122 шт/мес (история 32 мес.); сезонность ×0.80; снижение спроса ×0.73; исключено разовых крупных заказов: 2; прогноз след. месяц ≈71 шт; остаток 792 + в пути 0,1.0
IEK,030200837_,"Рамка 2-мест. ""BRITE"" бежевый (1/100)",214.0,0.0,16.4,0.0,13.05,Низкая,база спроса ≈47 шт/мес (история 31 мес.); сезонность ×0.66; снижение спроса ×0.53; прогноз след. месяц ≈16 шт; остаток 214 + в пути 0,1.0
IEK,030200838_,"Рамка 3-мест. ""BRITE"" бежевый (1/100)",48.0,0.0,5.5,0.0,8.73,Низкая,база спроса ≈17 шт/мес (история 32 мес.); сезонность ×0.35; снижение спроса ×0.94; прогноз след. месяц ≈6 шт; остаток 48 + в пути 0,1.0
IEK,030200839_,"Рамка 4-мест. ""BRITE"" бежевый (1/100)",29.0,0.0,3.1,0.0,9.35,Низкая,база спроса ≈9 шт/мес (история 31 мес.); сезонность ×0.45; снижение спроса ×0.77; прогноз след. месяц ≈3 шт; остаток 29 + в пути 0,1.0
IEK,030200840_,"Выкл 2-кл. прох. 10А б/рамки ""BRITE"" бежевый (1/100)",28.0,0.0,4.4,0.0,6.36,Низкая,база спроса ≈7 шт/мес (история 26 мес.); сезонность ×1.00; снижение спроса ×0.66; прогноз след. месяц ≈4 шт; остаток 28 + в пути 0,1.0
IEK,030200841_,"Выкл 3-кл. 10А б/рамки ""BRITE"" бежевый (1/100)",29.0,0.0,5.0,0.0,5.8,Низкая,база спроса ≈2 шт/мес (история 16 мес.); сезонность ×1.25; рост спроса ×2.00; прогноз след. месяц ≈5 шт; остаток 29 + в пути 0,1.0
IEK,030200842_,"Роз. 2-я с кр. 16А в сб IP44 ""BRITE"" бежевый (1/100)",189.0,0.0,0.8,0.0,236.25,Низкая,база спроса ≈2 шт/мес (история 8 мес.); снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 189 + в пути 0,1.0
IEK,030200843_,"Роз. комп. 2-ая RJ45 кат.5E б/рамки ""BRITE"" бежевый (1/100)",21.0,0.0,9.8,0.0,2.14,Низкая,база спроса ≈7 шт/мес (история 14 мес.); сезонность ×1.00; рост спроса ×1.36; прогноз след. месяц ≈10 шт; остаток 21 + в пути 0,1.0
IEK,030200844_,"Роз. TV окон б/рамки ""BRITE"" бежевый (1/100)",17.0,0.0,1.8,0.0,9.44,Низкая,база спроса ≈2 шт/мес (история 19 мес.); сезонность ×0.50; рост спроса ×2.00; прогноз след. месяц ≈2 шт; остаток 17 + в пути 0,1.0
IEK,030200845_,"Роз. HDMI б/рамки ""BRITE"" бежевый (1/100)",28.0,0.0,4.0,0.0,7.0,Низкая,база спроса ≈4 шт/мес (история 3 мес.); прогноз след. месяц ≈4 шт; остаток 28 + в пути 0,1.0
IEK,030200846_,"Выкл жалюзи 10А б/рамки ""BRITE"" бежевый (1/100)",11.0,0.0,4.0,0.0,2.75,Низкая,база спроса ≈4 шт/мес (история 5 мес.); прогноз след. месяц ≈4 шт; остаток 11 + в пути 0,1.0
IEK,030200848_," Рамка 1-мест. ""BRITE"" металл алюминий (1/100)",9.0,0.0,1.5,0.0,6.0,Низкая,база спроса ≈2 шт/мес (история 10 мес.); прогноз след. месяц ≈2 шт; остаток 9 + в пути 0,1.0
IEK,030200850_," Рамка 2-мест. ""BRITE"" металл алюминий (1/100)",12.0,0.0,1.5,0.0,8.0,Низкая,база спроса ≈2 шт/мес (история 8 мес.); прогноз след. месяц ≈2 шт; остаток 12 + в пути 0,1.0
IEK,030200851_," Рамка 3-мест. ""BRITE"" металл черный (1/50)",18.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈1 шт/мес (история 14 мес.); сезонность ×-0.40; снижение спроса ×0.50; прогноз след. месяц ≈0 шт; остаток 18 + в пути 0,1.0
IEK,030200852_," Рамка 3-мест. ""BRITE"" металл алюминий (1/50)",19.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈-0 шт/мес (история 4 мес.); прогноз след. месяц ≈0 шт; остаток 19 + в пути 0,1.0
IEK,030200853_," Рамка 4-мест. ""BRITE"" металл черный (1/50)",7.0,0.0,2.0,0.0,3.5,Низкая,база спроса ≈1 шт/мес (история 9 мес.); рост спроса ×2.00; прогноз след. месяц ≈2 шт; остаток 7 + в пути 0,1.0
IEK,030200854_," Рамка 4-мест. ""BRITE"" металл алюминий (1/50)",17.0,0.0,1.0,0.0,17.0,Низкая,база спроса ≈1 шт/мес (история 3 мес.); прогноз след. месяц ≈1 шт; остаток 17 + в пути 0,1.0
IEK,030200856_," Рамка 1-мест. ""BRITE"" стекло черный (1/100)",19.0,0.0,3.3,0.0,5.76,Низкая,база спроса ≈8 шт/мес (история 20 мес.); сезонность ×0.88; снижение спроса ×0.50; прогноз след. месяц ≈3 шт; остаток 19 + в пути 0,1.0
IEK,030200857_," Рамка 2-мест. ""BRITE"" стекло белый (1/100)",10.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈12 шт/мес (история 15 мес.); сезонность ×-0.79; рост спроса ×1.52; прогноз след. месяц ≈0 шт; остаток 10 + в пути 0,1.0
IEK,030200858_," Рамка 2-мест. ""BRITE"" стекло черный (1/100)",13.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈4 шт/мес (история 15 мес.); сезонность ×-4.25; рост спроса ×2.00; прогноз след. месяц ≈0 шт; остаток 13 + в пути 0,1.0
IEK,030200859_," Рамка 3-мест. ""BRITE"" стекло белый (1/50)",15.0,0.0,7.3,0.0,2.05,Низкая,база спроса ≈4 шт/мес (история 14 мес.); сезонность ×1.00; рост спроса ×1.63; прогноз след. месяц ≈7 шт; остаток 15 + в пути 0,1.0
IEK,030200860_," Рамка 3-мест. ""BRITE"" стекло черный (1/50)",3.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈1 шт/мес (история 15 мес.); сезонность ×-3.00; рост спроса ×2.00; прогноз след. месяц ≈0 шт; остаток 3 + в пути 0,1.0
IEK,030200861_," Рамка 4-мест. ""BRITE"" стекло белый (1/50)",19.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈4 шт/мес (история 13 мес.); сезонность ×-0.75; снижение спроса ×0.50; прогноз след. месяц ≈0 шт; остаток 19 + в пути 0,1.0
IEK,030200864_," Рамка 1-мест. ""BRITE"" стекло ванильный (1/100)",55.0,0.0,13.8,0.0,3.99,Низкая,база спроса ≈9 шт/мес (история 27 мес.); сезонность ×2.12; снижение спроса ×0.75; прогноз след. месяц ≈14 шт; остаток 55 + в пути 0,1.0
IEK,030200866_," Рамка 1-мест. ""BRITE"" стекло темная бронза (1/100)",22.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈7 шт/мес (история 16 мес.); сезонность ×-0.67; рост спроса ×1.50; прогноз след. месяц ≈0 шт; остаток 22 + в пути 0,1.0
IEK,030200867_,"Выкл 1-кл. прох. с инд б/рамки 10А ""BRITE"" алюминий (1/100)",111.0,0.0,7.0,0.0,15.86,Низкая,база спроса ≈7 шт/мес (история 3 мес.); прогноз след. месяц ≈7 шт; остаток 111 + в пути 0,1.0
IEK,030200868_,"Роз 2-я с кр.  16А в сб IP44 ""BRITE"" алюминий (1/100)",46.0,0.0,5.0,0.0,9.2,Низкая,база спроса ≈5 шт/мес (история 3 мес.); прогноз след. месяц ≈5 шт; остаток 46 + в пути 0,1.0
IEK,030200869_,"Роз 2-ая комп. RJ45 кат.5E б/рамки ""BRITE"" алюминий (1/100)",35.0,0.0,6.2,0.0,5.65,Низкая,база спроса ≈6 шт/мес (история 12 мес.); сезонность ×1.00; рост спроса ×1.13; прогноз след. месяц ≈6 шт; остаток 35 + в пути 0,1.0
IEK,030200870_,"Выкл 1-кл. прох. с инд б/рамки 10А ""BRITE"" жемчуг (1/100)",153.0,0.0,7.0,0.0,21.86,Низкая,база спроса ≈7 шт/мес (история 4 мес.); прогноз след. месяц ≈7 шт; остаток 153 + в пути 0,1.0
IEK,030200871_,"Роз 2-я с кр. 16А в сб IP44 ""BRITE"" жемчуг (1/100)",37.0,0.0,2.0,0.0,18.5,Низкая,база спроса ≈2 шт/мес (история 5 мес.); прогноз след. месяц ≈2 шт; остаток 37 + в пути 0,1.0
IEK,030200872_,"Роз 2-ая комп. RJ45 кат.5E б/рамки ""BRITE"" жемчуг (1/100)",10.0,0.0,2.9,0.0,3.45,Низкая,база спроса ≈4 шт/мес (история 12 мес.); сезонность ×1.00; снижение спроса ×0.82; прогноз след. месяц ≈3 шт; остаток 10 + в пути 0,1.0
IEK,030200873_,"Выкл 1-кл. прох. с инд. б/рамки 10А ""BRITE"" шампань (1/100)",127.0,0.0,2.0,0.0,63.5,Низкая,база спроса ≈2 шт/мес (история 3 мес.); прогноз след. месяц ≈2 шт; остаток 127 + в пути 0,1.0
IEK,030200874_,"Выкл 1-кл. прох. с инд.  10А ""BRITE"" графит (1/100)",39.0,0.0,0.8,0.0,48.75,Низкая,база спроса ≈2 шт/мес (история 10 мес.); снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 39 + в пути 0,1.0
IEK,030200875_,"Розетка 2-ая компьютерная RJ45 кат.5E ""BRITE"" графит (1/100)",36.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈22 шт/мес (история 26 мес.); сезонность ×-0.07; рост спроса ×2.00; прогноз след. месяц ≈0 шт; остаток 36 + в пути 0,1.0
IEK,030200876_,"Выкл 1-кл. прох. с инд.  10А ""BRITE"" чёрный (1/100)",78.0,0.0,2.0,0.0,39.0,Низкая,база спроса ≈2 шт/мес (история 11 мес.); прогноз след. месяц ≈2 шт; остаток 78 + в пути 0,1.0
IEK,030200877_,"Роз 2-ая комп. RJ45 кат.5E ""BRITE"" чёрный (1/100)",60.0,0.0,9.0,0.0,6.67,Низкая,база спроса ≈21 шт/мес (история 26 мес.); сезонность ×0.25; рост спроса ×1.71; прогноз след. месяц ≈9 шт; остаток 60 + в пути 0,1.0
IEK,030200878_,"Выкл 1-кл. прох. с инд. 10А ""BRITE"" сталь (1/100)",123.0,0.0,1.5,0.0,82.0,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 123 + в пути 0,1.0
IEK,030200879_,"Роз 2-ая комп. RJ45 кат.5E ""BRITE"" сталь (1/100)",18.0,0.0,5.5,0.0,3.27,Низкая,база спроса ≈6 шт/мес (история 9 мес.); снижение спроса ×0.91; прогноз след. месяц ≈6 шт; остаток 18 + в пути 0,1.0
IEK,030200885_,"Светорег. пов-наж. 600Вт ""BRITE"" черный (1/80)",8.0,0.0,4.0,0.0,2.0,Низкая,база спроса ≈2 шт/мес (история 26 мес.); сезонность ×1.25; рост спроса ×2.00; исключено разовых крупных заказов: 1; прогноз след. месяц ≈4 шт; остаток 8 + в пути 0,1.0
